# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "SAF" "-s" "2" "-O" "-a" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/hg38_transcript_start_stop.SAF" "-o" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/results/feature_counts_hg38_WITH-0_saf.txt" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam
AL589765.4	chr1	151763383	151769501	-	6119	66
AL589765.2	chr1	151765708	151766389	+	682	2
AL589765.1	chr1	151701025	151708386	+	7362	70
AL589745.2	chr13	44196005	44197298	+	1294	3
AL589745.1	chr13	44241170	44256596	-	15427	0
AL589743.4	chr14	19152499	19175530	-	23032	3
AL589743.1	chr14	19244961	19247673	+	2713	0
AL589740.1	chr6	97305552	98398783	+	1093232	322
AL589739.1	chr1	2326200	2326693	-	494	2
AL589702.1	chr1	2960657	2963415	-	2759	0
AL589693.1	chr6	155911194	156397589	-	486396	84
AL589684.1	chr6	113357002	113367944	-	10943	0
AL589678.1	chr9	12098659	12159148	-	60490	1
AL589669.1	chrX	147181063	147271894	+	90832	3
AL589666.2	chr6	85498440	85499058	-	619	9
AL589666.1	chr6	85557977	85615234	-	57258	7232
AL589645.1	chr9	34810019	34895175	+	85157	8
AL589642.2	chr9	32643102	32645026	-	1925	6
AL589642.1	chr9	32633453	32648685	+	15233	1
AL589182.1	chr14	19024089	19055446	+	31358	1
AL589166.1	chr10	105985678	105987727	-	2050	0
AL583859.3	chr10	10400339	10404203	+	3865	0
AL583859.2	chr10	10394669	10395737	+	1069	0
AL583859.1	chr10	10365179	10366487	-	1309	0
AL583856.2	chr6	70596437	70596980	+	544	20
AL583854.1	chr6	40713410	40715363	-	1954	0
AL583852.1	chr10	78538390	78551719	-	13330	0
AL583839.2	chr9	93430341	93431299	-	959	2
AL583839.1	chr9	93417854	93417966	+	113	0
AL583836.1	chr10	94688153	94853073	+	164921	120
AL583829.1	chr9	72060575	72081448	+	20874	11
AL583827.1	chr9	85370376	85444230	-	73855	4
AL583825.1	chr1	238842766	238848115	+	5350	0
AL583824.1	chr10	119334493	119336182	-	1690	0
AL583810.3	chr14	104904341	104905204	+	864	0
AL583810.2	chr14	104842662	104845916	+	3255	41
AL583810.1	chr14	104857791	104858836	-	1046	3
AL583809.1	chr14	43308647	43314803	+	6157	0
AL583808.1	chr1	72636546	72898976	-	262431	3216
AL583807.1	chr9	131021167	131021306	-	140	0
AL583805.2	chr9	8700594	8701552	-	959	5
AL583804.1	chr1	166387726	166452632	-	64907	2
AL583803.1	chr6	130697311	130697778	+	468	0
AL583785.1	chr9	13386129	13488065	+	101937	1
AL583722.3	chr14	104690090	104691284	-	1195	0
AL583722.2	chr14	104653598	104655787	-	2190	1
AL583722.1	chr14	104769348	104770271	+	924	22
AL513550.1	chr6	99424921	99432323	+	7403	1620
AL513548.4	chr6	26677002	26683211	+	6210	16
AL513548.3	chr6	26602732	26606661	+	3930	6
AL513548.1	chr6	26686240	26687964	+	1725	2
AL513542.1	chr10	99526947	99528467	+	1521	0
AL513534.2	chr10	68698499	68700794	+	2296	311
AL513534.1	chr10	68759317	68759414	+	98	47
AL513524.1	chr6	132599971	132602740	-	2770	0
AL513523.4	chr1	153746850	153751227	-	4378	5
AL513523.3	chr1	153750982	153752176	-	1195	1
AL513497.1	chr1	28544459	28546542	+	2084	151
AL513493.1	chr1	65703961	65714847	+	10887	0
AL513487.1	chrX	122422005	122478043	+	56039	0
AL513478.4	chr9	66047106	66113085	-	65980	25
AL513477.2	chr1	2363060	2363628	-	569	30
AL513422.1	chr9	9799422	9803784	+	4363	0
AL513412.1	chr9	6902669	6978859	+	76191	1054
AL513348.1	chr1	194350942	194352426	+	1485	0
AL513327.2	chr1	33261211	33261680	+	470	23
AL513327.1	chr1	33307369	33326410	+	19042	19
AL513324.1	chr10	117825897	117831244	-	5348	2
AL513323.1	chr1	159346165	159469068	-	122904	2
AL513321.2	chr10	65134494	65141011	+	6518	0
AL513320.1	chr1	3623189	3624743	-	1555	25
AL513318.2	chr9	87008514	87042419	-	33906	614
AL513317.1	chr9	24069730	24088051	+	18322	0
AL513314.2	chr1	222489585	222504481	-	14897	17
AL513314.1	chr1	222452737	222454705	-	1969	1
AL513304.1	chr10	1361000	1361637	-	638	0
AL513303.1	chr10	3809834	3816169	+	6336	2
AL513285.1	chr1	70715932	70720289	-	4358	0
AL513220.1	chr1	37596125	37607336	+	11212	0
AL513218.2	chr1	52365442	52367865	+	2424	22
AL513218.1	chr1	52353486	52353877	+	392	16
AL513217.1	chr1	201898099	201899978	+	1880	12
AL513210.2	chr6	168820422	168820656	+	235	0
AL513210.1	chr6	168920393	168964315	-	43923	0
AL513190.1	chr10	124623352	124624079	+	728	9
AL513188.1	chr6	20756102	20800694	-	44593	18
AL513185.1	chr10	72501745	72502956	+	1212	0
AL513166.1	chr1	72283252	72672393	+	389142	455
AL513165.2	chr9	37541339	37592469	-	51131	2303
AL513165.1	chr9	37509149	37510299	+	1151	304
AL513164.1	chr6	148237584	148283408	-	45825	8
AL513128.3	chr10	22439953	22479480	-	39528	50
AL513128.1	chr10	22361171	22413067	+	51897	12
AL513123.1	chr6	113531117	113543793	+	12677	8
AL513122.2	chr9	121279862	121282730	-	2869	2
AL513013.1	chr1	178511562	178513051	-	1490	0
AL513008.1	chr6	42030052	42031382	+	1331	0
AL512791.2	chr14	90383364	90387973	+	4610	50
AL512791.1	chr14	90402522	90405235	-	2714	20
AL512785.2	chr1	162366907	162383377	+	16471	283
AL512785.1	chr1	162316851	162317794	-	944	0
AL512770.1	chr10	12245627	12247845	-	2219	1
AL512662.2	chr10	79904897	79951029	+	46133	2111
AL512662.1	chr10	79970962	79973213	-	2252	1
AL512658.2	chr6	156350578	156390246	+	39669	3
AL512658.1	chr6	156493225	156505010	-	11786	2
AL512656.1	chr10	73381432	73383496	+	2065	2
AL512655.1	chr13	54816351	54819238	-	2888	3
AL512652.2	chr13	20712430	20714146	+	1717	8
AL512652.1	chr13	20768875	20769375	-	501	52
AL512649.2	chr9	106615077	106615983	-	907	0
AL512643.2	chr9	14779929	14784117	+	4189	0
AL512643.1	chr9	14790634	14791158	+	525	0
AL512641.1	chr10	18710268	18748342	+	38075	3
AL512638.3	chr1	115356663	115364897	-	8235	0
AL512634.1	chr9	79135436	79198314	-	62879	7
AL512631.2	chr10	11611304	11612227	+	924	1
AL512631.1	chr10	11679674	11680514	+	841	0
AL512625.3	chr9	62801533	62802699	-	1167	55
AL512625.2	chr9	62837138	62838302	-	1165	60
AL512625.1	chr9	62897448	62900104	+	2657	156
AL512624.2	chr14	19420974	19425017	+	4044	0
AL512622.1	chr10	132181224	132184999	-	3776	6
AL512604.3	chr9	37078812	37079776	-	965	2
AL512604.2	chr9	37113016	37120446	-	7431	15
AL512603.2	chr10	23443035	23529801	+	86767	60
AL512603.1	chr10	23575011	23586224	+	11214	0
AL512598.2	chr10	24952349	25161236	+	208888	183
AL512598.1	chr10	24953240	24953513	+	274	1
AL512590.3	chr9	97403708	97411908	-	8201	5
AL512506.3	chr13	43883799	44028526	+	144728	73
AL512506.2	chr13	43894724	43895182	-	459	0
AL512506.1	chr13	43877714	43878163	-	450	24
AL512484.1	chr13	22589698	22593871	-	4174	0
AL512452.1	chr13	67577623	67787804	-	210182	4
AL512444.1	chr1	22835712	22836849	-	1138	0
AL512428.1	chr6	24797372	24809798	-	12427	8
AL512427.2	chr6	60789804	60942327	+	152524	2
AL512424.1	chr10	97195906	97203721	+	7816	2
AL512413.1	chr1	3487245	3487627	+	383	1
AL512408.1	chr1	26692131	26694131	-	2001	29
AL512383.1	chr1	3205987	3208664	+	2678	1
AL512380.2	chr6	21528738	21595593	-	66856	92
AL512380.1	chr6	21521677	21523783	-	2107	1
AL512366.1	chr10	50822691	50824525	-	1835	0
AL512363.1	chr6	54840117	54840855	-	739	0
AL512358.2	chr14	48262020	48265609	-	3590	0
AL512358.1	chr14	48194173	48228216	+	34044	1
AL512357.2	chr14	104293677	104294921	+	1245	0
AL512357.1	chr14	104376529	104378951	-	2423	0
AL512356.5	chr14	105126749	105136974	-	10226	5
AL512356.4	chr14	105095044	105096945	-	1902	2
AL512356.3	chr14	105110346	105110807	-	462	0
AL512356.1	chr14	105152193	105181194	-	29002	1686
AL512353.1	chr1	42832521	42846414	-	13894	198
AL512347.1	chr6	53125643	53126146	-	504	0
AL512343.2	chr1	226045560	226061898	-	16339	518
AL512330.1	chr1	7008375	7014279	-	5905	0
AL512329.2	chr6	1528363	1528911	-	549	0
AL512328.1	chr1	230710697	230795492	-	84796	25
AL512326.2	chr1	179196472	179196579	+	108	0
AL512326.1	chr1	179201486	179201627	+	142	0
AL512310.9	chr14	19677643	19679016	-	1374	0
AL512310.2	chr14	19681419	19684739	+	3321	0
AL512310.11	chr14	19499736	19677836	+	178101	1
AL512310.10	chr14	19637224	19641306	+	4083	0
AL512308.1	chr6	453390	477829	+	24440	3
AL512306.3	chr1	204603034	204616565	+	13532	3
AL512306.2	chr1	204626774	204629712	+	2939	13
AL512288.1	chr1	27938874	27960193	-	21320	44
AL512283.3	chr6	122711886	122718814	-	6929	1
AL512283.2	chr6	122562171	122621014	-	58844	3
AL512283.1	chr6	122643387	122644771	+	1385	25
AL512274.1	chr6	42092232	42094259	-	2028	0
AL512272.1	chr10	126779701	126779774	-	74	0
AL500522.1	chrX	143757736	143828133	+	70398	1
AL499627.2	chr20	62477869	62478594	+	726	0
AL499627.1	chr20	62513908	62516096	-	2189	0
AL499604.1	chr9	97921589	97922181	-	593	30
AL499602.1	chr9	83063397	83069143	+	5747	1238
AL451166.1	chr6	47374560	47397398	-	22839	1
AL451165.2	chr6	34696316	34697470	+	1155	19
AL451164.3	chr10	3200828	3210666	-	9839	2
AL451164.2	chr10	3134565	3145166	+	10602	1263
AL451164.1	chr10	3223815	3227407	+	3593	1
AL451140.1	chr9	106584141	106591952	-	7812	0
AL451137.2	chr9	26746952	26786874	+	39923	0
AL451137.1	chr9	26796172	26796304	-	133	0
AL451136.1	chr1	45329261	45491155	-	161895	3516
AL451129.1	chr9	11275313	11276314	-	1002	0
AL451127.2	chr9	73509781	73548331	-	38551	0
AL451127.1	chr9	73573614	73579498	+	5885	0
AL451123.2	chr9	27495856	27498251	-	2396	25
AL451123.1	chr9	27529918	27543902	+	13985	3
AL451105.2	chrX	75903104	75904858	+	1755	0
AL451085.2	chr1	154961824	154962623	+	800	60
AL451085.1	chr1	154937369	154938059	+	691	3
AL451081.1	chr1	220359730	220360183	-	454	0
AL451080.1	chr6	21233167	21271132	-	37966	7
AL451074.6	chr1	165706555	165707284	-	730	1
AL451074.1	chr1	165662584	165662687	-	104	86
AL451070.1	chr1	31333066	31346799	-	13734	10
AL451069.3	chr10	132433732	132441484	-	7753	17
AL451069.2	chr10	132419082	132420953	+	1872	42
AL451069.1	chr10	132508442	132518367	-	9926	18
AL451067.1	chr1	161671977	161674824	-	2848	0
AL451065.1	chr9	93091459	93095546	-	4088	0
AL451064.2	chr6	79573876	79575530	+	1655	254
AL451064.1	chr6	79561131	79561602	+	472	34
AL451062.3	chr1	43650148	43931014	+	280867	8324
AL451062.1	chr1	43709391	43727343	-	17953	2
AL451054.4	chr1	227518737	227520619	-	1883	0
AL451050.2	chr1	167219830	167220512	-	683	44
AL451049.1	chr10	61684891	61685388	-	498	0
AL451048.1	chrX	140931737	140997448	+	65712	1
AL451047.1	chr1	227178332	227183444	+	5113	1
AL451042.2	chr1	16155210	16157329	+	2120	8
AL451042.1	chr1	16159265	16161883	+	2619	9
AL451007.3	chr1	244729897	244730962	-	1066	2
AL451007.2	chr1	244731023	244731586	+	564	0
AL450998.2	chr1	15722718	15736896	-	14179	11
AL450992.3	chr1	151944889	151953985	+	9097	2
AL450992.2	chr1	151885250	151899333	+	14084	4
AL450992.1	chr1	151994530	152042774	+	48245	72
AL450990.1	chr1	215393645	215394418	-	774	0
AL450469.2	chr20	62633680	62635504	-	1825	0
AL450469.1	chr20	62633771	62635862	+	2092	1
AL450468.2	chr1	109895972	109897861	+	1890	0
AL450468.1	chr1	109884175	109886264	-	2090	0
AL450467.1	chr9	2652855	2654371	-	1517	18
AL450442.1	chr14	42412572	42528888	+	116317	4
AL450426.1	chr9	104520085	104537194	+	17110	0
AL450423.2	chr13	53323783	53331065	-	7283	0
AL450423.1	chr13	53345210	53410880	+	65671	0
AL450384.2	chr10	18513114	18545651	-	32538	3177
AL450384.1	chr10	18531848	18533336	-	1489	122
AL450352.1	chr1	198450665	198519877	-	69213	0
AL450345.2	chr6	164792570	164822255	-	29686	0
AL450345.1	chr6	164827731	164832114	+	4384	0
AL450344.3	chr6	150600833	150605850	+	5018	151
AL450344.2	chr6	150650771	150652025	-	1255	0
AL450344.1	chr6	150624676	150626086	+	1411	11
AL450338.2	chr6	85949689	85998263	+	48575	46
AL450332.1	chr6	125370045	125445153	-	75109	8
AL450327.1	chr6	78809714	78813303	-	3590	1
AL450326.3	chr10	43583497	43596625	-	13129	0
AL450326.1	chr10	43420737	43422100	+	1364	11
AL450322.2	chr10	3751066	3763226	+	12161	0
AL450322.1	chr10	3767914	3768751	+	838	0
AL450313.1	chr10	33684754	33709868	+	25115	0
AL450311.1	chr10	69575806	69577154	+	1349	1
AL450307.1	chr10	131776385	131795277	+	18893	1
AL450306.1	chr10	77782865	77793176	+	10312	8
AL450270.1	chr6	133540783	133541174	+	392	18
AL450267.2	chr9	36779640	36830237	+	50598	1
AL450267.1	chr9	36856554	36861375	+	4822	0
AL450263.1	chr9	127213788	127221907	-	8120	1
AL450226.2	chr17	2255718	2256157	+	440	0
AL450226.1	chr17	2232679	2233610	+	932	0
AL450163.1	chr1	162146708	162174860	-	28153	2
AL450043.1	chr1	23576435	23593621	-	17187	0
AL450003.1	chr9	16625675	16626390	+	716	0
AL449983.1	chr9	16473187	16476237	+	3051	0
AL449423.1	chr9	21995481	21996013	+	533	51
AL449403.4	chr9	96129868	96132214	+	2347	1
AL449403.3	chr9	96105935	96116408	-	10474	2
AL449403.2	chr9	96065781	96095404	+	29624	49
AL449403.1	chr9	96103078	96103174	-	97	0
AL449363.2	chr6	134074122	134121433	+	47312	6
AL449223.1	chr1	183372869	183374556	+	1688	0
AL449214.1	chr3	128181401	128194452	-	13052	6
AL449106.1	chr1	178724305	178726285	-	1981	16
AL449043.1	chr9	100992	110138	-	9147	4
AL445989.2	chr13	63738110	63751083	+	12974	0
AL445989.1	chr13	63746740	63748176	+	1437	0
AL445985.1	chr13	23954492	23970188	+	15697	2
AL445984.2	chr13	88522184	88569261	-	47078	0
AL445933.2	chr1	41535442	41535868	+	427	0
AL445931.1	chr9	134054289	134058805	+	4517	4
AL445928.2	chr1	100220487	100253414	+	32928	10
AL445685.3	chr1	52020152	52033350	-	13199	1529
AL445685.1	chr1	52033390	52044279	+	10890	10
AL445668.1	chr13	62539350	62574905	-	35556	1
AL445649.1	chr13	107465983	107466674	-	692	8
AL445648.1	chr1	24704893	24717596	+	12704	4
AL445647.1	chr13	87807633	87811232	-	3600	3
AL445645.1	chr9	132768964	132770212	-	1249	3
AL445644.1	chr9	117462293	117466260	-	3968	0
AL445623.2	chr9	23500690	23672387	-	171698	671
AL445623.1	chr9	23671787	23672399	-	613	8
AL445604.1	chr13	84063105	84069408	+	6304	0
AL445588.1	chr13	84867513	84902424	-	34912	3
AL445584.2	chr9	42231810	42354454	+	122645	12
AL445531.1	chr9	97743207	97744935	+	1729	0
AL445526.1	chr9	28539734	28566733	+	27000	2
AL445524.2	chr1	231363796	231528603	-	164808	3225
AL445524.1	chr1	231520728	231528604	-	7877	208
AL445493.3	chr1	207127009	207127486	-	478	0
AL445493.2	chr1	207179295	207184062	+	4768	16
AL445490.1	chr1	27669467	27670276	+	810	1
AL445489.1	chr9	123491883	123493156	+	1274	0
AL445471.1	chr1	24968422	24970865	-	2444	0
AL445465.2	chr6	75454943	75458900	+	3958	0
AL445465.1	chr6	75360848	75386380	+	25533	6
AL445438.1	chr1	88462935	88464079	+	1145	0
AL445437.1	chr1	87805285	87808372	-	3088	2
AL445433.2	chr1	99004443	99244794	+	240352	13
AL445430.2	chr6	11414635	11506365	+	91731	3
AL445430.1	chr6	11417355	11481324	+	63970	3
AL445423.3	chr1	220786989	220884503	+	97515	2498
AL445423.2	chr1	220825775	220825893	+	119	4
AL445423.1	chr1	220828675	220829211	-	537	0
AL445363.3	chr14	34541043	34541714	+	672	0
AL445363.2	chr14	34556773	34561260	+	4488	1
AL445363.1	chr14	34541739	34546329	-	4591	0
AL445309.1	chr6	3311661	3313650	+	1990	6
AL445307.1	chr6	163586582	163588165	-	1584	0
AL445288.1	chr13	57632758	57633575	-	818	0
AL445259.1	chr6	123519696	123557670	+	37975	6
AL445255.1	chr13	82778207	83102335	-	324129	12708
AL445253.1	chr1	22142849	22157401	+	14553	150
AL445250.1	chr6	57962077	58438364	+	476288	919
AL445248.1	chr1	32052290	32073474	-	21185	17
AL445238.2	chr13	63814652	63825534	+	10883	0
AL445238.1	chr13	63832360	63833531	-	1172	0
AL445237.1	chr10	124447712	124450048	+	2337	0
AL445235.1	chr1	30858157	30860254	+	2098	0
AL445231.1	chr1	117025481	117059490	-	34010	518
AL445228.3	chr1	184385752	184386704	-	953	27
AL445228.2	chr1	184329070	184332826	+	3757	0
AL445228.1	chr1	184315657	184315765	+	109	0
AL445224.1	chr6	116492296	116497099	+	4804	1
AL445223.1	chr13	98233649	98234700	+	1052	57
AL445222.2	chr9	127366769	127367397	+	629	108
AL445222.1	chr9	127470874	127470987	+	114	12
AL445218.1	chr1	95356234	95380972	-	24739	0
AL445213.2	chrX	81475531	81498083	+	22553	8
AL445209.1	chr13	78596128	78599619	+	3492	13
AL445207.1	chr13	86402981	86462734	-	59754	2
AL445205.1	chr1	64186790	64192685	+	5896	4
AL445193.2	chr1	58060138	58080274	+	20137	0
AL445190.1	chr6	134941391	134942450	+	1060	0
AL445183.2	chr1	53114575	53118609	+	4035	0
AL445183.1	chr1	53069937	53085502	-	15566	0
AL445123.2	chr6	148001715	148018985	+	17271	770
AL445123.1	chr6	148017421	148020974	-	3554	1
AL445074.1	chr14	42259730	42268586	-	8857	0
AL445072.1	chrX	126109761	126115562	+	5802	4
AL445070.1	chr10	7533206	7536565	+	3360	0
AL442663.3	chr14	73057924	73059415	-	1492	30
AL442639.1	chr9	26642696	26644595	-	1900	0
AL442638.1	chr9	18360596	18362220	-	1625	0
AL442636.1	chr13	54572356	54687547	+	115192	53
AL442635.1	chr10	69098495	69098794	+	300	0
AL442224.1	chr9	93808348	93858340	+	49993	2
AL442163.1	chr14	42362982	42703655	+	340674	7
AL442128.2	chr13	110916003	110917827	+	1825	95
AL442125.2	chr13	113511746	113514473	+	2728	198
AL442125.1	chr13	113527259	113530621	+	3363	371
AL442071.2	chr1	39226669	39238620	-	11952	2
AL442071.1	chr1	39249837	39257649	-	7813	5
AL442067.3	chr13	97405168	97433994	-	28827	454
AL442067.2	chr13	97437267	97437630	+	364	10
AL442067.1	chr13	97435945	97436168	+	224	9
AL442065.1	chr1	237555039	237555171	-	133	1
AL442063.1	chr9	36764895	36777081	+	12187	1
AL442003.1	chr10	49981419	49988899	-	7481	4
AL441992.2	chr9	128819662	128881931	-	62270	5453
AL441992.1	chr9	128724444	128733194	+	8751	100
AL441989.1	chr9	119973093	119974322	+	1230	0
AL441943.2	chr10	2150479	2169423	+	18945	0
AL441943.1	chr10	2071844	2081097	+	9254	0
AL441883.1	chr6	13614110	13615155	-	1046	21
AL392185.1	chr9	95599437	95606326	-	6890	0
AL392183.1	chr6	774746	780214	-	5469	0
AL392172.1	chr1	222743355	222773149	-	29795	1
AL392089.1	chr9	547155	549967	+	2813	33
AL392086.3	chr10	6824274	6987726	-	163453	24
AL392086.2	chr10	6737417	6840712	+	103296	7
AL392086.1	chr10	6779607	6877888	+	98282	3
AL392083.2	chr10	1201405	1208389	-	6985	0
AL392083.1	chr10	1290017	1293002	-	2986	0
AL392048.1	chr13	48340796	48341330	-	535	0
AL392046.1	chr10	35098005	35126657	-	28653	97
AL392024.1	chr14	72701761	72704280	+	2520	0
AL392023.2	chr14	38034286	38194281	-	159996	1
AL392023.1	chr14	38190982	38202923	+	11942	0
AL391988.1	chr10	117267115	117268668	-	1554	105
AL391987.4	chr9	61865754	61866965	-	1212	0
AL391987.3	chr9	61868726	61887084	+	18359	13
AL391987.2	chr9	61861624	61863200	+	1577	16
AL391987.1	chr9	61861847	61862567	-	721	0
AL391883.1	chr1	19814366	19819502	+	5137	0
AL391869.1	chr10	129278250	129291722	+	13473	0
AL391863.2	chr6	157829142	157830573	-	1432	0
AL391863.1	chr6	157872570	157875210	-	2641	1
AL391845.2	chr1	2013212	2015530	-	2319	0
AL391845.1	chr1	2049303	2050070	-	768	1
AL391844.1	chr1	48552990	48558106	+	5117	0
AL391840.3	chr6	79537539	79539976	+	2438	206
AL391840.1	chr6	79422019	79529276	+	107258	25
AL391839.3	chr10	32413498	32446061	-	32564	47
AL391839.2	chr10	32346498	32347179	+	682	6
AL391839.1	chr10	32347396	32374488	+	27093	27
AL391834.3	chr9	19386926	19408532	-	21607	2
AL391834.2	chr9	19375450	19375996	+	547	12
AL391834.1	chr9	19371385	19371945	-	561	2
AL391832.4	chr1	234811051	234932653	-	121603	7
AL391832.3	chr1	234979646	234980804	-	1159	1
AL391832.2	chr1	234959657	234969053	-	9397	4
AL391832.1	chr1	234957230	234959989	+	2760	0
AL391811.1	chr1	224802958	224881355	-	78398	2
AL391807.1	chr6	68628116	68634962	-	6847	150
AL391730.2	chr1	40939293	40945524	+	6232	0
AL391704.2	chr10	90462716	90467952	+	5237	1
AL391704.1	chr10	90454697	90502968	+	48272	9
AL391684.1	chr10	99431137	99463259	+	32123	848
AL391650.2	chr1	26046664	26049099	+	2436	4
AL391650.1	chr1	26169515	26171821	-	2307	3
AL391647.2	chrX	41316487	41316589	+	103	0
AL391645.1	chr1	190480378	190494297	+	13920	28
AL391597.1	chr1	207401690	207416236	-	14547	1
AL391560.2	chr13	24747657	24755201	+	7545	2
AL391560.1	chr13	24723100	24738690	-	15591	1
AL391557.1	chr1	118185348	118207051	+	21704	1
AL391538.1	chr6	48754648	48795513	-	40866	0
AL391497.1	chr1	89939600	89940147	+	548	13
AL391477.1	chr1	181962888	181998985	-	36098	3
AL391427.1	chr10	4995487	4997374	+	1888	0
AL391425.1	chr10	120842520	120845146	+	2627	1
AL391422.4	chr6	3751110	3753871	+	2762	3
AL391422.3	chr6	3831932	3855737	+	23806	2
AL391422.2	chr6	3831935	3894243	+	62309	3
AL391421.1	chr10	77866874	77869610	+	2737	0
AL391415.1	chr6	38714050	38715217	-	1168	0
AL391361.2	chr6	160872887	160926204	-	53318	0
AL391336.2	chr6	93879105	93879229	+	125	0
AL391336.1	chr6	93886899	93889410	+	2512	0
AL391335.1	chr1	151612037	151613363	-	1327	7
AL391314.1	chr10	12415927	12416000	+	74	3
AL391294.1	chrX	81000149	81004217	-	4069	2
AL391280.1	chrX	118738054	118738182	+	129	1
AL391262.1	chr14	69154310	69154804	+	495	5
AL391261.4	chr14	65986966	65987447	-	482	2
AL391261.2	chr14	65957296	66004523	-	47228	30
AL391244.1	chr1	1420244	1422691	+	2448	1
AL391241.1	chrX	124197742	124197849	+	108	0
AL391152.1	chr14	57067007	57112660	-	45654	451
AL391121.1	chr10	102642791	102644140	-	1350	26
AL391119.1	chr20	26132886	26134198	-	1313	0
AL391117.1	chr9	22703515	23438700	-	735186	24
AL391097.3	chr20	53137292	53141169	-	3878	1
AL391097.2	chr20	53196228	53208705	-	12478	0
AL391097.1	chr20	53168642	53179550	-	10909	1
AL391095.3	chr20	38418482	38419202	-	721	50
AL391095.2	chr20	38378824	38383179	+	4356	1
AL391095.1	chr20	38404892	38416797	-	11906	174
AL391069.2	chr1	151327948	151328429	+	482	5
AL391069.1	chr1	151340647	151341966	+	1320	2
AL391056.2	chr9	129503460	129506433	-	2974	4
AL391056.1	chr9	129575183	129584553	+	9371	2
AL391005.1	chr10	127734561	127736996	-	2436	0
AL391001.1	chr1	164680084	164680799	+	716	28
AL390964.1	chr13	54938627	54986719	+	48093	1
AL390962.1	chr9	103361951	103429892	-	67942	2
AL390961.3	chr10	26695090	26697625	-	2536	13
AL390961.2	chr10	26717634	26718778	+	1145	77
AL390961.1	chr10	26643227	26645016	+	1790	0
AL390957.1	chr1	192491451	192925715	-	434265	358
AL390955.2	chr6	157323963	157324477	+	515	13
AL390877.1	chr1	117688620	117688742	-	123	0
AL390866.1	chr10	27999787	28049615	+	49829	14
AL390863.1	chr1	193236793	193237107	-	315	0
AL390862.1	chr10	90622142	90623611	-	1470	1
AL390860.1	chr1	247639763	247761255	+	121493	4
AL390856.1	chr1	182127296	182128682	-	1387	1
AL390839.2	chr1	38193618	38210340	+	16723	4
AL390839.1	chr1	38149543	38162545	+	13003	2
AL390838.1	chr9	84059297	84098984	+	39688	6
AL390835.1	chr10	8298896	8301667	+	2772	0
AL390816.2	chr14	62103121	62116948	-	13828	0
AL390816.1	chr14	62069517	62081154	-	11638	0
AL390800.1	chr14	40630005	40905513	+	275509	5
AL390791.1	chr9	88735040	88803716	-	68677	0
AL390786.1	chr10	83911653	83912922	-	1270	0
AL390783.1	chr10	18234167	18261194	-	27028	9
AL390778.2	chr9	135245695	135252708	-	7014	2
AL390778.1	chr9	135204721	135237597	-	32877	2
AL390774.2	chr9	123736436	123751941	+	15506	3
AL390763.1	chr10	128316281	128320214	-	3934	0
AL390760.1	chr9	93147039	93148556	+	1518	3
AL390755.3	chr13	110132002	110136906	-	4905	5
AL390755.2	chr13	110123207	110125234	+	2028	0
AL390755.1	chr13	109988096	110057331	-	69236	0
AL390728.6	chr1	247187280	247188526	-	1247	269
AL390728.5	chr1	247210690	247241823	-	31134	135
AL390726.3	chr9	38542388	38543215	-	828	795
AL390726.2	chr9	38542478	38568422	-	25945	6605
AL390719.3	chr1	1097584	1104598	+	7015	12
AL390719.2	chr1	1169356	1170343	+	988	2
AL390718.1	chr1	180117139	180123890	-	6752	0
AL390318.1	chr10	22693952	22694639	-	688	60
AL390294.1	chr10	8051540	8053084	+	1545	2
AL390254.1	chr14	95047352	95050957	+	3606	0
AL390243.1	chr1	57386575	57387450	+	876	0
AL390242.1	chr1	112978609	112999636	-	21028	25
AL390239.1	chr9	76785781	76786190	+	410	0
AL390236.1	chr10	128026877	128029444	-	2568	0
AL390208.1	chr6	108998481	108999125	+	645	7
AL390198.1	chr20	25697002	25752709	+	55708	748
AL390195.2	chr1	111431045	111433068	-	2024	145
AL390195.1	chr1	111438639	111441228	-	2590	2159
AL390071.1	chr13	35494177	35496615	-	2439	0
AL390067.1	chr9	112748901	112750565	-	1665	92
AL390066.3	chr1	116493349	116502634	+	9286	3
AL390066.2	chr1	116493015	116499212	-	6198	172
AL390066.1	chr1	116452535	116452627	+	93	0
AL390065.2	chr4	3063471	3063701	+	231	0
AL390065.1	chr4	3069976	3070151	+	176	0
AL390061.1	chr10	36940108	36943932	+	3825	0
AL390038.1	chr1	108420688	108433184	+	12497	0
AL390037.1	chr20	23320957	23325352	-	4396	36
AL389889.2	chr20	59467754	59469853	-	2100	0
AL389889.1	chr20	59515190	59516039	+	850	0
AL389886.1	chr20	4868983	4869118	+	136	0
AL389885.1	chr10	94225159	94227288	-	2130	0
AL365440.2	chr1	158474453	158494886	-	20434	0
AL365436.3	chr1	151527830	151527938	-	109	0
AL365436.2	chr1	151540515	151561855	+	21341	424
AL365434.2	chr10	90997479	90997713	-	235	2
AL365434.1	chr10	90994619	91006390	+	11772	2
